question,answer
"زمانبندی پایا چرخه زمانی پایا","در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد."
"کارمزد پایا","حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است."
"پایا","در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد. حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است."
"سقف انتقال وجه پایا از طریق غیر حضوری","حداکثرمبلغ انتقال وجه دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است"
"سقف انتقال وجه پایا از طریق همراه بانک","حداکثرمبلغ انتقال وجه درهمراه بانک 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است"
"سقف انتقال وجه پایا از طریق اینترنت بانک","حداکثرمبلغ انتقال وجه دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است"
"سقف انتقال وجه پایا از طریق شعب","سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال شد."
"حداکثر انتقال وجه پایا از طریق غیر حضوری","حداکثرمبلغ انتقال وجه دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است.."
"حداکثر انتقال وجه پایا از طریق همراه بانک","حداکثرمبلغ انتقال وجه دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است.."
"حداکثر انتقال وجه پایا از طریق اینترنت بانک","حداکثرمبلغ انتقال وجه دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است.."
"حداکثر انتقال وجه پایا از طریق شعب","حداکثرمبلغ انتقال وجه دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است.."
"حداقل انتقال وجه پایا از طریق غیر حضوری","حداکثرمبلغ انتقال وجه دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است.."
"حداقل انتقال وجه پایا از طریق همراه بانک","حداکثرمبلغ انتقال وجه دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است.."
"حداقل انتقال وجه پایا از طریق اینترنت بانک","حداکثرمبلغ انتقال وجه دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است.."
"حداقل انتقال وجه پایا از طریق شعب","حداکثرمبلغ انتقال وجه دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است.."
"مبلغ انتقال وجه پایا از طریق غیر حضوری","حداکثرمبلغ انتقال وجه دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است.."
"مبلغ انتقال وجه پایا از طریق همراه بانک","حداکثرمبلغ انتقال وجه دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است.."
"مبلغ انتقال وجه پایا از طریق اینترنت بانک","حداکثرمبلغ انتقال وجه دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز 1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است.."
